id,university_id,ig_handle,relation_type,source,confidence,posts_scraped,discovered_at
647,3061,lppmutmofficial,lppm,web_search,0.875,0,"2026-03-04 06:41:39"
648,3061,bemftutm,bem,web_search,0.65,0,"2026-03-04 06:41:39"
649,3061,bemfaperta_utm,bem,web_search,0.65,0,"2026-03-04 06:41:39"
650,3061,bemfisibutm,bem,web_search,0.65,0,"2026-03-04 06:41:39"
651,3061,bem.utmj,bem,web_search,0.65,0,"2026-03-04 06:41:39"
652,3065,bemft_uki,bem,web_search,0.65,0,"2026-03-04 06:42:33"
653,3065,bem.uki_toraja,bem,web_search,0.65,0,"2026-03-04 06:42:33"
654,3065,bemhukumukip,bem,web_search,0.65,0,"2026-03-04 06:42:33"
655,3065,ikafaked_uki,alumni,web_search,0.65,0,"2026-03-04 06:42:33"
656,3065,kentucky_alumni,alumni,web_search,0.65,0,"2026-03-04 06:42:33"
657,3075,sttsbl,humas,web_search,0.912,0,"2026-03-04 06:43:24"
658,3075,stetsonalumni,alumni,web_search,0.912,0,"2026-03-04 06:43:24"
659,3080,ustalumnioffice,alumni,web_search,0.6,0,"2026-03-04 06:43:52"
660,3080,ustalumnihtx,alumni,web_search,0.6,0,"2026-03-04 06:43:52"
661,3080,ustshsaa,alumni,web_search,0.6,0,"2026-03-04 06:43:52"
662,3080,popular,alumni,web_search,0.6,0,"2026-03-04 06:43:52"
663,3090,bem.ulbi,bem,web_search,0.6,0,"2026-03-04 06:45:11"
664,3118,humas.ubsi,humas,web_search,0.95,0,"2026-03-04 06:46:26"
665,3118,bemubsi,bem,web_search,0.85,0,"2026-03-04 06:46:26"
666,3118,bemubsisukabumi,bem,web_search,0.85,0,"2026-03-04 06:46:26"
667,3118,bemubsitasik,bem,web_search,0.85,0,"2026-03-04 06:46:26"
668,3118,bemfebubsi,bem,web_search,0.85,0,"2026-03-04 06:46:26"
669,3118,bemftiubsi,bem,web_search,0.85,0,"2026-03-04 06:46:26"
670,3118,ubsi.himahumas,humas,web_search,0.65,0,"2026-03-04 06:46:26"
671,3118,ika_bsi,alumni,web_search,0.65,0,"2026-03-04 06:46:26"
672,3118,lppmubsi,lppm,web_search,0.65,0,"2026-03-04 06:46:26"
673,3118,lppm_ubsi,lppm,web_search,0.65,0,"2026-03-04 06:46:26"
674,3124,kemahasiswaan.sttmigas,kemahasiswaan,web_search,0.65,0,"2026-03-04 06:46:49"
675,3136,kemahasiswaan.stieindonesia,kemahasiswaan,web_search,0.65,0,"2026-03-04 06:48:32"
676,3136,ika_stieimalang,alumni,web_search,0.65,0,"2026-03-04 06:48:32"
677,3136,stieibmi_alumni,alumni,web_search,0.65,0,"2026-03-04 06:48:32"
678,3136,ekuitas_alumni,alumni,web_search,0.6,0,"2026-03-04 06:48:32"
679,3136,ikastietrisakti,alumni,web_search,0.6,0,"2026-03-04 06:48:32"
680,3136,alumnistieperbanassurabaya,alumni,web_search,0.6,0,"2026-03-04 06:48:32"
681,3136,lppmstieganesha,lppm,web_search,0.6,0,"2026-03-04 06:48:32"
682,3136,lppm_stie_mujahidin,lppm,web_search,0.6,0,"2026-03-04 06:48:32"
683,3136,lppmganeshaofficial,lppm,web_search,0.6,0,"2026-03-04 06:48:32"
684,3136,lppm_stiet,lppm,web_search,0.6,0,"2026-03-04 06:48:32"
685,3143,kemahasiswaan_stiekn,kemahasiswaan,web_search,0.6,0,"2026-03-04 06:50:50"
686,3145,afpp1989,kemahasiswaan,web_search,0.65,0,"2026-03-04 06:51:17"
687,3148,bem_ppgikbm,bem,web_search,0.65,0,"2026-03-04 06:52:10"
688,3384,humassignature,humas,web_search,0.65,0,"2026-03-04 10:40:21"
689,3391,kemahasiswaan.ars,kemahasiswaan,web_search,0.65,0,"2026-03-04 10:41:15"
690,3391,kemahasiswaan_uad,kemahasiswaan,web_search,0.65,0,"2026-03-04 10:41:15"
691,3391,alumnimuj,alumni,web_search,0.65,0,"2026-03-04 10:41:15"
692,3396,humas_his,humas,web_search,0.65,0,"2026-03-04 10:42:04"
693,3396,pmb_ibuneneng,pmb,web_search,0.65,0,"2026-03-04 10:42:04"
694,3396,kemahasiswaan_ibu_arwam,kemahasiswaan,web_search,0.65,0,"2026-03-04 10:42:04"
695,3409,lppm_stiet,lppm,web_search,0.875,0,"2026-03-04 10:46:19"
696,3409,kemahasiswaan.stieindonesia,kemahasiswaan,web_search,0.6,0,"2026-03-04 10:46:19"
697,3409,kemahasiswaan_stiekn,kemahasiswaan,web_search,0.6,0,"2026-03-04 10:46:19"
698,3409,kemahasiswaan.stie.pancasetia,kemahasiswaan,web_search,0.6,0,"2026-03-04 10:46:19"
699,3409,lppm_stie_mujahidin,lppm,web_search,0.6,0,"2026-03-04 10:46:19"
700,3409,lppm_stie_sampit,lppm,web_search,0.6,0,"2026-03-04 10:46:19"
701,3409,lppm_stieekuitas,lppm,web_search,0.6,0,"2026-03-04 10:46:19"
702,3421,humasviking,humas,web_search,0.65,0,"2026-03-04 10:49:15"
703,3421,pkkc_x,humas,web_search,0.65,0,"2026-03-04 10:49:15"
